date,country,D,H,I,S,M
2021-08-21,Austria,0.0,2.0,0.0,2.0,1.0
2021-08-22,Austria,0.0,3.0,0.0,2.0,0.0
2021-08-23,Austria,0.0,2.0,1.0,2.0,0.0
2021-08-24,Austria,0.0,1.0,2.0,2.0,0.0
2021-08-25,Austria,0.0,1.0,2.0,2.0,0.0
2021-08-26,Austria,0.0,1.0,2.0,2.0,0.0
2021-08-27,Austria,0.0,1.0,2.0,2.0,0.0
2021-08-28,Austria,0.0,0.0,2.0,3.0,0.0
2021-08-29,Austria,0.0,0.0,1.0,4.0,0.0
2021-08-30,Austria,0.0,0.0,1.0,4.0,0.0
2021-08-31,Austria,0.0,0.0,1.0,3.0,1.0
2021-09-01,Austria,0.0,0.0,1.0,3.0,1.0
2021-09-02,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-03,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-04,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-05,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-06,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-07,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-08,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-09,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-10,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-11,Austria,0.0,0.0,0.0,2.0,3.0
2021-09-12,Austria,0.0,0.0,0.0,1.0,4.0
2021-09-13,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-14,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-15,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-16,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-17,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-18,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-19,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-20,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-21,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-22,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-23,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-24,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-25,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-26,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-27,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-28,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-29,Austria,1.0,0.0,0.0,0.0,4.0
2021-09-30,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-01,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-02,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-03,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-04,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-05,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-06,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-07,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-08,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-09,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-10,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-11,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-12,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-13,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-14,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-15,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-16,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-17,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-18,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-19,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-20,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-21,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-22,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-23,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-24,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-25,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-26,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-27,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-28,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-29,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-30,Austria,1.0,0.0,0.0,0.0,4.0
2021-10-31,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-01,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-02,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-03,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-04,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-05,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-06,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-07,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-08,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-09,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-10,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-11,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-12,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-13,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-14,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-15,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-16,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-17,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-18,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-19,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-20,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-21,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-22,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-23,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-24,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-25,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-26,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-27,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-28,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-29,Austria,1.0,0.0,0.0,0.0,4.0
2021-11-30,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-01,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-02,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-03,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-04,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-05,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-06,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-07,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-08,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-09,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-10,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-11,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-12,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-13,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-14,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-15,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-16,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-17,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-18,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-19,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-20,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-21,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-22,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-23,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-24,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-25,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-26,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-27,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-28,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-29,Austria,1.0,0.0,0.0,0.0,4.0
2021-12-30,Austria,1.0,1.0,0.0,0.0,3.0
2021-12-31,Austria,1.0,1.0,0.0,0.0,3.0
2022-01-01,Austria,1.0,3.0,0.0,0.0,1.0
2022-01-02,Austria,1.0,2.0,1.0,0.0,1.0
2022-01-03,Austria,1.0,1.0,2.0,0.0,1.0
2022-01-04,Austria,1.0,0.0,3.0,0.0,1.0
2022-01-05,Austria,1.0,0.0,3.0,0.0,1.0
2022-01-06,Austria,1.0,0.0,3.0,0.0,1.0
2022-01-07,Austria,1.0,0.0,2.0,1.0,1.0
2022-01-08,Austria,1.0,0.0,1.0,2.0,1.0
2022-01-09,Austria,1.0,0.0,0.0,3.0,1.0
2022-01-10,Austria,1.0,0.0,0.0,3.0,1.0
2022-01-11,Austria,1.0,1.0,0.0,3.0,0.0
2022-01-12,Austria,1.0,0.0,1.0,3.0,0.0
2022-01-13,Austria,1.0,0.0,1.0,3.0,0.0
2022-01-14,Austria,1.0,0.0,1.0,3.0,0.0
2022-01-15,Austria,1.0,0.0,1.0,3.0,0.0
2022-01-16,Austria,1.0,0.0,1.0,3.0,0.0
2022-01-17,Austria,1.0,0.0,0.0,4.0,0.0
2022-01-18,Austria,1.0,0.0,0.0,4.0,0.0
2022-01-19,Austria,1.0,0.0,0.0,4.0,0.0
2022-01-20,Austria,1.0,0.0,0.0,4.0,0.0
2022-01-21,Austria,1.0,0.0,0.0,4.0,0.0
2022-01-22,Austria,1.0,0.0,0.0,3.0,1.0
2022-01-23,Austria,1.0,0.0,0.0,2.0,2.0
2022-01-24,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-25,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-26,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-27,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-28,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-29,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-30,Austria,2.0,0.0,0.0,1.0,2.0
2022-01-31,Austria,2.0,0.0,0.0,1.0,2.0
2022-02-01,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-02,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-03,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-04,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-05,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-06,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-07,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-08,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-09,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-10,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-11,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-12,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-13,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-14,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-15,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-16,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-17,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-18,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-19,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-20,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-21,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-22,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-23,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-24,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-25,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-26,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-27,Austria,3.0,0.0,0.0,0.0,2.0
2022-02-28,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-01,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-02,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-03,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-04,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-05,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-06,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-07,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-08,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-09,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-10,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-11,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-12,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-13,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-14,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-15,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-16,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-17,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-18,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-19,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-20,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-21,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-22,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-23,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-24,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-25,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-26,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-27,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-28,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-29,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-30,Austria,3.0,0.0,0.0,0.0,2.0
2022-03-31,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-01,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-02,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-03,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-04,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-05,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-06,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-07,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-08,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-09,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-10,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-11,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-12,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-13,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-14,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-15,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-16,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-17,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-18,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-19,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-20,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-21,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-22,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-23,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-24,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-25,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-26,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-27,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-28,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-29,Austria,3.0,0.0,0.0,0.0,2.0
2022-04-30,Austria,3.0,0.0,0.0,0.0,2.0
2021-04-01,Burundi,0.0,10.0,1.0,0.0,0.0
2021-04-02,Burundi,0.0,7.0,4.0,0.0,0.0
2021-04-03,Burundi,0.0,6.0,5.0,0.0,0.0
2021-04-04,Burundi,0.0,5.0,6.0,0.0,0.0
2021-04-05,Burundi,0.0,5.0,6.0,0.0,0.0
2021-04-06,Burundi,0.0,3.0,7.0,1.0,0.0
2021-04-07,Burundi,0.0,2.0,5.0,3.0,1.0
2021-04-08,Burundi,0.0,2.0,4.0,4.0,1.0
2021-04-09,Burundi,0.0,1.0,4.0,4.0,2.0
2021-04-10,Burundi,0.0,1.0,4.0,4.0,2.0
2021-04-11,Burundi,0.0,1.0,2.0,5.0,3.0
2021-04-12,Burundi,0.0,1.0,1.0,5.0,4.0
2021-04-13,Burundi,0.0,1.0,1.0,5.0,4.0
2021-04-14,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-15,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-16,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-17,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-18,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-19,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-20,Burundi,0.0,1.0,0.0,6.0,4.0
2021-04-21,Burundi,1.0,1.0,0.0,5.0,4.0
2021-04-22,Burundi,2.0,0.0,1.0,3.0,5.0
2021-04-23,Burundi,2.0,0.0,1.0,2.0,6.0
2021-04-24,Burundi,2.0,0.0,1.0,2.0,6.0
2021-04-25,Burundi,2.0,0.0,1.0,2.0,6.0
2021-04-26,Burundi,2.0,0.0,1.0,1.0,7.0
2021-04-27,Burundi,2.0,0.0,0.0,1.0,8.0
2021-04-28,Burundi,2.0,0.0,0.0,1.0,8.0
2021-04-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-04-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-06,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-07,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-08,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-09,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-10,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-11,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-12,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-13,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-14,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-15,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-16,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-17,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-18,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-19,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-20,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-21,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-22,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-23,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-24,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-25,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-26,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-27,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-28,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-05-31,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-06,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-07,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-08,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-09,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-10,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-11,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-12,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-13,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-14,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-15,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-16,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-17,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-18,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-19,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-20,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-21,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-22,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-23,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-24,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-25,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-26,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-27,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-28,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-06-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-06,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-07,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-08,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-09,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-10,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-11,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-12,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-13,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-14,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-15,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-16,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-17,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-18,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-19,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-20,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-21,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-22,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-23,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-24,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-25,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-26,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-27,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-28,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-07-31,Burundi,2.0,0.0,0.0,0.0,9.0
2021-08-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-08-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-08-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-08-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-08-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-08-06,Burundi,2.0,1.0,0.0,0.0,8.0
2021-08-07,Burundi,2.0,1.0,0.0,0.0,8.0
2021-08-08,Burundi,2.0,1.0,1.0,0.0,7.0
2021-08-09,Burundi,2.0,1.0,1.0,0.0,7.0
2021-08-10,Burundi,2.0,2.0,1.0,0.0,6.0
2021-08-11,Burundi,2.0,2.0,2.0,0.0,5.0
2021-08-12,Burundi,2.0,2.0,2.0,0.0,5.0
2021-08-13,Burundi,2.0,2.0,1.0,1.0,5.0
2021-08-14,Burundi,2.0,1.0,2.0,1.0,5.0
2021-08-15,Burundi,2.0,1.0,2.0,1.0,5.0
2021-08-16,Burundi,2.0,1.0,1.0,1.0,6.0
2021-08-17,Burundi,2.0,1.0,1.0,1.0,6.0
2021-08-18,Burundi,2.0,0.0,2.0,1.0,6.0
2021-08-19,Burundi,2.0,0.0,1.0,1.0,7.0
2021-08-20,Burundi,2.0,0.0,1.0,1.0,7.0
2021-08-21,Burundi,2.0,1.0,1.0,1.0,6.0
2021-08-22,Burundi,2.0,1.0,2.0,1.0,5.0
2021-08-23,Burundi,2.0,0.0,2.0,1.0,6.0
2021-08-24,Burundi,2.0,0.0,2.0,1.0,6.0
2021-08-25,Burundi,2.0,1.0,2.0,1.0,5.0
2021-08-26,Burundi,2.0,2.0,2.0,1.0,4.0
2021-08-27,Burundi,2.0,2.0,1.0,2.0,4.0
2021-08-28,Burundi,2.0,3.0,0.0,1.0,5.0
2021-08-29,Burundi,2.0,2.0,1.0,1.0,5.0
2021-08-30,Burundi,2.0,1.0,2.0,1.0,5.0
2021-08-31,Burundi,2.0,1.0,2.0,1.0,5.0
2021-09-01,Burundi,2.0,1.0,2.0,1.0,5.0
2021-09-02,Burundi,2.0,1.0,2.0,1.0,5.0
2021-09-03,Burundi,2.0,1.0,1.0,2.0,5.0
2021-09-04,Burundi,2.0,1.0,0.0,3.0,5.0
2021-09-05,Burundi,2.0,1.0,0.0,3.0,5.0
2021-09-06,Burundi,2.0,1.0,0.0,3.0,5.0
2021-09-07,Burundi,2.0,0.0,1.0,3.0,5.0
2021-09-08,Burundi,2.0,0.0,1.0,3.0,5.0
2021-09-09,Burundi,2.0,0.0,1.0,3.0,5.0
2021-09-10,Burundi,2.0,0.0,1.0,3.0,5.0
2021-09-11,Burundi,2.0,0.0,1.0,2.0,6.0
2021-09-12,Burundi,2.0,0.0,0.0,2.0,7.0
2021-09-13,Burundi,2.0,0.0,0.0,2.0,7.0
2021-09-14,Burundi,2.0,0.0,0.0,2.0,7.0
2021-09-15,Burundi,2.0,0.0,0.0,2.0,7.0
2021-09-16,Burundi,2.0,0.0,0.0,2.0,7.0
2021-09-17,Burundi,2.0,0.0,0.0,2.0,7.0
2021-09-18,Burundi,2.0,0.0,0.0,1.0,8.0
2021-09-19,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-20,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-21,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-22,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-23,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-24,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-25,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-26,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-27,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-28,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-09-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-06,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-07,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-08,Burundi,2.0,0.0,0.0,0.0,9.0
