date,country,D,H,I,S,M
2021-10-09,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-10,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-11,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-12,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-13,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-14,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-15,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-16,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-17,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-18,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-19,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-20,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-21,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-22,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-23,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-24,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-25,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-26,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-27,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-28,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-10-31,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-06,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-07,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-08,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-09,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-10,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-11,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-12,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-13,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-14,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-15,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-16,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-17,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-18,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-19,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-20,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-21,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-22,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-23,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-24,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-25,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-26,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-27,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-28,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-29,Burundi,2.0,0.0,0.0,0.0,9.0
2021-11-30,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-01,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-02,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-03,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-04,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-05,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-06,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-07,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-08,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-09,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-10,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-11,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-12,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-13,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-14,Burundi,2.0,0.0,0.0,0.0,9.0
2021-12-15,Burundi,2.0,1.0,0.0,0.0,8.0
2021-12-16,Burundi,2.0,1.0,0.0,0.0,8.0
2021-12-17,Burundi,2.0,0.0,1.0,0.0,8.0
2021-12-18,Burundi,2.0,1.0,1.0,0.0,7.0
2021-12-19,Burundi,2.0,1.0,1.0,0.0,7.0
2021-12-20,Burundi,2.0,1.0,1.0,0.0,7.0
2021-12-21,Burundi,2.0,1.0,1.0,0.0,7.0
2021-12-22,Burundi,2.0,1.0,1.0,1.0,6.0
2021-12-23,Burundi,2.0,1.0,1.0,1.0,6.0
2021-12-24,Burundi,2.0,1.0,1.0,1.0,6.0
2021-12-25,Burundi,2.0,1.0,1.0,1.0,6.0
2021-12-26,Burundi,2.0,1.0,1.0,1.0,6.0
2021-12-27,Burundi,2.0,2.0,1.0,1.0,5.0
2021-12-28,Burundi,2.0,1.0,2.0,1.0,5.0
2021-12-29,Burundi,2.0,1.0,2.0,1.0,5.0
2021-12-30,Burundi,2.0,1.0,2.0,1.0,5.0
2021-12-31,Burundi,2.0,1.0,2.0,1.0,5.0
2022-01-01,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-02,Burundi,2.0,1.0,0.0,2.0,6.0
2022-01-03,Burundi,2.0,1.0,0.0,2.0,6.0
2022-01-04,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-05,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-06,Burundi,2.0,0.0,1.0,1.0,7.0
2022-01-07,Burundi,2.0,0.0,1.0,1.0,7.0
2022-01-08,Burundi,2.0,0.0,1.0,1.0,7.0
2022-01-09,Burundi,2.0,0.0,0.0,2.0,7.0
2022-01-10,Burundi,2.0,1.0,0.0,2.0,6.0
2022-01-11,Burundi,2.0,2.0,0.0,2.0,5.0
2022-01-12,Burundi,2.0,2.0,0.0,2.0,5.0
2022-01-13,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-14,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-15,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-16,Burundi,2.0,0.0,2.0,1.0,6.0
2022-01-17,Burundi,2.0,1.0,2.0,1.0,5.0
2022-01-18,Burundi,2.0,2.0,1.0,1.0,5.0
2022-01-19,Burundi,2.0,1.0,2.0,1.0,5.0
2022-01-20,Burundi,2.0,1.0,2.0,1.0,5.0
2022-01-21,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-22,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-23,Burundi,2.0,1.0,1.0,2.0,5.0
2022-01-24,Burundi,2.0,1.0,0.0,2.0,6.0
2022-01-25,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-26,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-27,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-28,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-29,Burundi,2.0,0.0,1.0,2.0,6.0
2022-01-30,Burundi,2.0,0.0,0.0,3.0,6.0
2022-01-31,Burundi,2.0,0.0,0.0,3.0,6.0
2022-02-01,Burundi,2.0,0.0,0.0,3.0,6.0
2022-02-02,Burundi,2.0,0.0,0.0,3.0,6.0
2022-02-03,Burundi,2.0,0.0,0.0,3.0,6.0
2022-02-04,Burundi,2.0,0.0,0.0,3.0,6.0
2022-02-05,Burundi,2.0,0.0,0.0,2.0,7.0
2022-02-06,Burundi,2.0,0.0,0.0,2.0,7.0
2022-02-07,Burundi,2.0,0.0,0.0,2.0,7.0
2022-02-08,Burundi,2.0,0.0,0.0,1.0,8.0
2022-02-09,Burundi,2.0,0.0,0.0,1.0,8.0
2022-02-10,Burundi,2.0,0.0,0.0,1.0,8.0
2022-02-11,Burundi,2.0,0.0,0.0,1.0,8.0
2022-02-12,Burundi,2.0,0.0,0.0,1.0,8.0
2022-02-13,Burundi,2.0,0.0,0.0,1.0,8.0
2022-02-14,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-15,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-16,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-17,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-18,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-19,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-20,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-21,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-22,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-23,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-24,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-25,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-26,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-27,Burundi,2.0,0.0,0.0,0.0,9.0
2022-02-28,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-01,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-02,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-03,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-04,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-05,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-06,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-07,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-08,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-09,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-10,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-11,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-12,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-13,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-14,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-15,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-16,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-17,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-18,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-19,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-20,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-21,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-22,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-23,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-24,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-25,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-26,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-27,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-28,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-29,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-30,Burundi,2.0,0.0,0.0,0.0,9.0
2022-03-31,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-01,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-02,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-03,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-04,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-05,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-06,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-07,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-08,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-09,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-10,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-11,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-12,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-13,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-14,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-15,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-16,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-17,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-18,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-19,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-20,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-21,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-22,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-23,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-24,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-25,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-26,Burundi,2.0,0.0,0.0,0.0,9.0
2022-04-27,Burundi,2.0,1.0,0.0,0.0,8.0
2022-04-28,Burundi,2.0,1.0,0.0,0.0,8.0
2022-04-29,Burundi,2.0,1.0,0.0,0.0,8.0
2022-04-30,Burundi,2.0,1.0,0.0,0.0,8.0
